circumcised their male children D 200
civilization brings more numerous D 142
civilization have been achieved D 140
civilization have been stripped D 134
civilization much more advanced D 119
citizenship have been extended D 118
civilization have been advanced D 112
civilization were more tragical D 102
citizenship into three elements D 94
civilization must have preceded D 90
civilization were made possible D 88
