equips a person to M 410
equals a number of M 248
equals a matter of M 184
equals a column of M 160
equals a measure of M 136
equals a volume of M 128
equals a factor of M 126
equals a return of M 119
equals a degree of M 84
equity a measure of D 242
equity i gained the D 122
equity a decree is D 110
equals a height of D 96
equals a series of D 90
equity a system of D 86
