jobs which required them M 130
john truly baptized with D 4054
john would probably not D 228
john gates suffered with D 208
john brown engineers and D 190
john truly baptised with D 188
john brown launched his D 152
jock penny suffered for D 140
john brown believed that D 137
joke which required him D 128
john brown declared that D 112
