smallest count was probably M 98
smallest towns and villages D 742
smallest light that twinkles D 420
smallest reason for suspecting D 274
smallest nooks and crannies D 158
smallest veins and arteries D 136
smallest touch may detonate D 112
smallest ponds and rivulets D 106
smokiest smoke and fiercest D 80
