turn a thing to M 101
turn a ring of M 95
turn i to the M 43
tube d to the D 502
tube a of the D 468
tube a to the D 440
turn a sea of D 410
tube t of the D 392
tube d of the D 358
tube a in the D 344
tube t to the D 254
tube a ring of D 166
tube d in the D 138
tube a is of D 116
tube a by the D 100
tube a at the D 98
tube t in the D 90
tube a is the D 90
