mod function returns the M 223
mob violence against the D 2392
mob gathered outside the D 1308
mob attacks against the D 224
mob gathered together in D 192
mob smashed everything in D 132
mob violence erupted in D 130
mob pressed forward to D 122
mob violence resulting in D 86
mob pressed against the D 84
