weightiest that can be M 90
westerners are apt to D 414
westerners are not the D 248
westerners who try to D 166
westerners may not be D 148
westerners can not be D 146
westerners are not so D 114
westerners say that the D 102
westerners are going to D 98
weatherproof and can be D 96
westerners and that the D 92
