gather a congregation and M 130
gaining a particular end M 85
gaining a livelihood and D 1136
gaining a familiarity with D 688
gaining a livelihood for D 524
gains a familiarity with D 453
gaining a livelihood are D 338
gaining a livelihood than D 266
gaining a serviceable end D 218
gaining a livelihood was D 164
gaining a livelihood with D 84
gaining a livelihood had D 82
gaining a livelihood that D 45
