locations were not recorded M 82
lordship will not consider D 285
loosened from its fastenings D 184
lordship clear and distinct D 152
loosened from its original D 132
lordship kept his intention D 92
lordship over all creatures D 89
lordship will not yourself D 88
lordship will now perceive D 84
lordship only two questions D 84
