give misleading information because M 80
give socially acceptable answers D 610
give reliable information regarding D 318
give precise information regarding D 194
give certain information regarding D 164
give general information regarding D 136
giving general information regarding D 122
giving socially acceptable answers D 108
give helpful information regarding D 102
give correct information regarding D 92
