gust would follow along D 346
guns again opened fire D 282
guns which should have D 252
guys really finish last D 210
guns which opened fire D 156
gulf coast states from D 140
gulf coast marine life D 138
guns booming inland from D 120
gulf stream issues from D 106
gulf coast states have D 96
guys sitting across from D 90
gulf forty fathoms deep D 89
gulf running inland from D 84
guns first opened fire D 83
