again disappeared from sight D 224
again subdivided into eight D 180
again subdivided into seven D 166
again subdivided into bands D 146
again subdivided into others D 118
again subdivided into tenths D 114
again subdivided into thirty D 109
again subdivided into wards D 100
again subdivided into minor D 97
again subdivided into clans D 94
again subdivided into small D 88
again subdivided into sixty D 45
