gets converted into energy M 95
gene expression time series D 418
gene expression during normal D 378
gene complexes have common D 316
gene expression during potato D 208
gets suspended from school D 162
gene expression during repair D 114
gene expression during cardiac D 114
gene expression during muscle D 112
gene expression data matrix D 107
gene expression also occurs D 102
gene expression during meiosis D 88
gene expression during tomato D 59
