birds have streamed across M 82
bills were brought before D 706
bills were finally passed D 380
bills were carried through D 370
bills pass between trader D 296
bible from genesis through D 288
bible from ancient eastern D 247
bills were hurried through D 244
bible were printed before D 168
bible call profane authors D 116
binding upon federal courts D 110
bills were quickly passed D 92
