binding upon their consciences M 396
birds have been established M 92
birds have been transferred M 90
birds were well established M 86
birds have been slaughtered D 152
birds have been extensively D 120
bible have been distributed D 116
bible have been interpreted D 96
billy buck said disparagingly D 94
birds work most assiduously D 80
