binary operators take two M 43
bitter opposition from his D 444
bitter opposition from both D 340
bitter criticism from his D 238
bitter opposition from all D 214
bitter criticism from both D 136
bitter criticism from all D 120
bishop conferred upon him D 104
bitter opposition from her D 92
bitter noiseless tears she D 92
bitter reflection upon them D 90
bishop stretched upon his D 80
