birthday came around again M 98
bishops from various parts D 474
biggest single factor which D 254
bisects their common chord D 248
bishops were placed under D 178
biggest ever auction shows D 172
biggest tank battle since D 132
bishops were already bound D 128
biscuit were tossed after D 126
billets were placed erect D 100
biggest single factor causing D 86
biggest wall street firms D 84
