com about the author M 124
cow about to calve D 412
cow could be found D 356
cow hides at seven D 242
cot where he slept D 188
cow creek we found D 182
cow which is never D 140
coy about the whole D 136
cop stood in front D 124
cot where he could D 102
cot turning the pages D 98
cow would be found D 86
coy about the exact D 82
cot until he found D 80
con tempt of court D 42
