dying declaration is not M 384
dying declaration of his M 102
dying declaration of one M 98
dying surrounded by his M 96
dying injunctions of his D 476
dying benediction to all D 302
dying injunctions to his D 238
dying exhortation to his D 152
dying declaration of meg D 122
dying injunctions of her D 108
dying benediction of his D 84
