awakened them on purpose M 426
awakened all my remorse M 246
awakened for the purpose M 210
awakened all the dormant M 156
awakened all the painful M 110
awakened with the greatest M 104
awakened for an instant M 100
awakened out of pleasant M 86
awakened with an erection D 186
awakened all the cognate D 86
