awakened birds to dying M 630
awakened while it was M 354
awakened warmth of his M 216
awakened while he was M 202
awakened again in her M 156
awakened sense of his M 142
awakened again it was M 128
awakened within me and M 124
awakened sense of sin M 109
awakened state of being M 85
awakened state is now M 84
awakened within me two M 82
awakened after the war M 80
awakened sense of our M 53
awakened sense of art D 108
