iterate on the design M 99
italics by the writer D 605
italics in the second D 360
italics in the figure D 310
italics at the bottom D 292
italics by the authors D 284
italics in the quoted D 176
italics in the source D 130
italics in the letter D 124
italics in the tables D 102
italics in the middle D 87
