episode was omitted from M 86
epistle was written from D 1396
epistle was written during D 540
epistle was written soon D 448
epithets are derived from D 384
epistle was written when D 182
epitaph was written upon D 152
epitaph for liberal poets D 124
episode was derived from D 92
epigram was written upon D 90
epistle was written there D 47
