ailments of those present M 183
aircraft to third parties D 1990
aircraft or other vehicle D 956
aircraft to their targets D 500
aircraft or land vehicle D 300
aircraft in wind tunnels D 140
airborne in five minutes D 136
airplane is moving forward D 135
airplane or other vehicle D 116
airplane to move forward D 110
aircraft or ship traffic D 90
airplane is flying overhead D 50
