talk introduced questions about M 166
take university entrance exams M 145
take appropriate immediate action M 112
taking judgmental decisions about M 106
take percentage depletion since M 94
take unilateral military action D 628
take preemptive military action D 306
taking unilateral military action D 266
take appropriate military action D 226
take aggressive military action D 122
take collective military action D 120
take preventive military action D 104
