affection i bear towards M 238
afforded a new subject M 222
afforded a new example M 170
afforded a fit subject M 132
afforded a new insight M 122
afforded a bad example M 120
afforded a low priority M 116
afforded a few minutes M 108
affected a few hundred M 80
afforded a new pretext D 144
