aft as far as D 1139
aft so that the D 631
aft to see the D 503
aft to see if D 365
aft to get the D 219
aft of this is D 211
aft so that it D 197
aft on top of D 128
aft by one of D 114
aft to bring the D 108
aft to try to D 105
aft to man the D 76
aft to hear the D 65
aft to set the D 55
aft to put the D 45
