symbols apply between abrupt M 558
systems which existed before M 193
systems which operate through M 168
systems which provide access M 150
systems share certain common M 144
systems which operate without M 118
systems which exchange energy M 96
systems which revolve around M 90
sympathy which borders almost M 88
systems often perform better M 42
sympathy which strikes through D 92
