yield valuable insight into M 874
yield positive results when M 422
yield accurate results when M 270
yield positive results only M 238
yield increases resulting from M 209
yield accurate results only M 194
yield accurate results even M 122
yield positive results from M 116
yield positive results even M 90
yield reduction resulting from M 45
yield erroneous results when D 102
