yields insights into how M 147
yields somewhat less than M 143
yielding slightly more than M 132
yielding annually more than M 120
yields slightly more than M 119
yields slightly less than M 111
yields obtained from this M 108
yields somewhat more than M 46
yields carbonic acid and D 314
yielding carbonic acid and D 191
yields carbonic acid gas D 135
