try mixing and matching M 272
try their own strength M 208
try their own powers M 170
try their own methods M 154
try some new methods M 152
try many things before M 152
try those who violate M 144
try your own version M 136
try these new methods M 92
try their wings before M 88
try some new manner M 88
try your own selves D 286
try what his native D 220
try their new russet D 154
try their new skills D 148
try your new skills D 98
